ITEM_VNUM	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON		
72049	°æÇèÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1800	0	0	0	0	0	0	0	0		
72050	°æÇèÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3600	0	0	0	0	0	0	0	0		
72301	Ãàº¹ÀÇ ¼­	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72302	À°µµ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0		
72303	°æÇèÀÇ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	CONFIRM_WHEN_USE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	0	0	0	0	0	0	0	0		
72304	Ãàº¹ÀÇ ±¸½½	ITEM_USE	USE_ADD_ATTRIBUTE2	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72305	»ç¶óÁüÀÇ ¼Õ°Å¿ï	ITEM_USE	USE_INVISIBILITY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	180	0	0	0	0	0	0	0		
72306	¹«±âÀåÀÇ ¸Þ¸ð	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	4	0	0	0	0	0	0	0		
72307	¹«±âÀåÀÇ ºñÀü¼­	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	5	0	0	0	0	0	0	0		
72308	¸¸³âÇÑÃ¶	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72309	¾ß°øÀÇ ºñÀü¼­	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0		
72310	ÁÖ¾È¼ú¼­	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	513	0	0	536870911	0	0	0	0	0		
72311	¿ë½ÅÀÇ È¯	ITEM_USE	USE_POTION_NODELAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	100	100	0	0	0	0		
72312	¿ë½ÅÀÇ °ø°Ý	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	86	20	1800	0	0	0	0	0		
72313	¿ë½ÅÀÇ ¹æ¾î	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	65	20	1800	0	0	0	0	0		
72314	¿ë½ÅÀÇ Ãàº¹¼­	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0		
72319	ÀÎº¥Åä¸®È®Àå±Ç	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72320	ÀÎº¥Åä¸®È®Àå±Ç(±Í¼Ó)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72321	ºñ¹ÐÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72322	¹Ì¼ÇÃÊ±âÈ­¾ÆÀÌÅÛ	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72323	Ä«µå Àç¹èÄ¡	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72325	Çü»ó ÃÊ±âÈ­	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72326	Çü»ó º¯È¯±Ç	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72341	Çü»ó º¯È¯±Ç(t)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72342	¿ë¹æ ÇÁ¸®¹Ì¾ö ÀÔÀå±Ç	ITEM_MATERIAL	MATERIAL_LEATHER	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72501	¿©½ÅÀÎÇü	ITEM_QUEST	0	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX | ANTI_SELL	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	2419200	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0		
72502	µµµÏÀÇ Àå°©(PC¹æ¿ë)	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	PC_BANG	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	76	50	72000	0	0	0	0	0		
72701	¹Ù¶÷ÀÇ ½Å¹ß	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	2000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	30	APPLY_NONE	0	APPLY_NONE	0	1800	0	0	0	0	0	0	0	0		
72702	¹Ù¶÷ÀÇ ½Å¹ß+	ITEM_UNIQUE	UNIQUE_NONE	1	NONE	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	60	APPLY_NONE	0	APPLY_NONE	0	3000	0	0	0	0	0	0	0	0		
72703	È£°¢ ±Í°ÉÀÌ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0		
72704	¿ë°¢ ±Í°ÉÀÌ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0		
72705	È£°¢ ÆÈÂî	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0		
72706	¿ë°¢ ÆÈÂî	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0		
72709	È£°¢ ±Í°ÉÀÌ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0		
72710	¿ë°¢ ±Í°ÉÀÌ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0		
72711	È£°¢ ÆÈÂî	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0		
72712	¿ë°¢ ÆÈÂî	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0		
72723	È­·æÀÇ Ãàº¹(¼Ò)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0		
72724	È­·æÀÇ Ãàº¹(Áß)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3000000	0	0	0	0	0	0	0	0		
72725	È­·æÀÇ Ãàº¹(´ë)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7000000	0	0	0	0	0	0	0	0		
72726	È­·æÀÇ Ãàº¹(½ºÆä¼È)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL	ITEM_STACKABLE | LOG	NONE	NONE	25000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10000000	0	0	0	0	0	0	0	0		
72727	¼ö·æÀÇ Ãàº¹(¼Ò)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100000	0	0	0	0	0	0	0	0		
72728	¼ö·æÀÇ Ãàº¹(Áß)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300000	0	0	0	0	0	0	0	0		
72729	¼ö·æÀÇ Ãàº¹(´ë)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	700000	0	0	0	0	0	0	0	0		
72730	¼ö·æÀÇ Ãàº¹(½ºÆä¼È)	ITEM_USE	USE_SPECIAL	1	ANTI_SELL	ITEM_STACKABLE | LOG	NONE	NONE	25000000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0		
73001	¿ì¼ö¿¡ Âù ¼ôÄÆ(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	21	0	0	0	0	0		
73002	¿ì¼ö¿¡ Âù ¼ôÄÆ(¿¬°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	22	0	0	0	0	0		
73003	¿ì¼ö¿¡ Âù ¼ôÄÆ(ÇÏ´Ã»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	0	0	0	0	0		
73004	¿ì¼ö¿¡ Âù ¼ôÄÆ(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	24	0	0	0	0	0		
73005	´ÏÆ®¹êµå(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	31	0	0	0	0	0		
73006	´ÏÆ®¹êµå(Ã¼Å©¹«´Ì)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	32	0	0	0	0	0		
73007	´ÏÆ®¹êµå(ÆÄ¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	33	0	0	0	0	0		
73008	´ÏÆ®¹êµå(ÃÊ·Ï¹®¾ç)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	34	0	0	0	0	0		
73009	Àå¹ß ¹­À½¸Ó¸®(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	41	0	0	0	0	0		
73010	Àå¹ß ¹­À½¸Ó¸®(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	42	0	0	0	0	0		
73011	Àå¹ß ¹­À½¸Ó¸®(¿¬°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43	0	0	0	0	0		
73012	Àå¹ß ¹­À½¸Ó¸®(¿¬·Ï»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	44	0	0	0	0	0		
73251	³ôÀº Æ÷´ÏÅ×ÀÏ(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	21	0	0	0	0	0		
73252	³ôÀº Æ÷´ÏÅ×ÀÏ(ÃÊ·Ï»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	22	0	0	0	0	0		
73253	³ôÀº Æ÷´ÏÅ×ÀÏ(Ã»»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	0	0	0	0	0		
73254	³ôÀº Æ÷´ÏÅ×ÀÏ(¾ÆÀÌº¸¸®)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	24	0	0	0	0	0		
73255	¹Ìµð¾ö ¼ôÄÆ(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	31	0	0	0	0	0		
73256	¹Ìµð¾ö ¼ôÄÆ(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	32	0	0	0	0	0		
73257	¹Ìµð¾ö ¼ôÄÆ(¿¬°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	33	0	0	0	0	0		
73258	¹Ìµð¾ö ¼ôÄÆ(º¸¶ó»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	35	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	34	0	0	0	0	0		
73259	¼ôÄÆ(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	41	0	0	0	0	0		
73260	¼ôÄÆ(ÇÏ´Ã»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	42	0	0	0	0	0		
73261	¼ôÄÆ(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	43	0	0	0	0	0		
73262	¼ôÄÆ(³ë¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	44	0	0	0	0	0		
73501	½ºÆ÷Æ¼(Èò»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	21	0	0	0	0	0		
