VNUM	LOCALE_NAME
6784	Soldado do Abrigo
6785	Escaramuçador do Abrigo
6786	Guerreiro do Abrigo
6787	Bruxo do Abrigo
6788	General do Abrigo
6789	Chefe Guerra do Abrigo
6790	Alastor
6791	Alastor
6792	Soldado do Abrigo
6793	Escaramuçador do Abrigo
6794	Guerreiro do Abrigo
6795	Bruxo do Abrigo
6796	General do Abrigo
6797	Chefe Guerra do Abrigo
9900	Mastro
9901	Líder Kappa
9902	Kappa
9903	Kappa
9904	Kappa
9905	Cobra Newt
9906	Newt Vivora
9907	Mini Hydra
9908	Tritão sereia
9909	Hydra
9910	Hydra
9911	Hidra
32037	Orgulho druida
32038	Leão Infernal do Joker
32039	Pássaro mortal
34174	Pequeno pássaro mortal
