VNUM	LOCALE_NAME
34053	Nemere Mic
34054	Nemere Mic (Erou)
34055	Bruce
34056	Wayne
34057	Robin
34058	Valentino
34059	Valentinia
34060	Valentino
34061	Valentinia
34062	Lanterna Moon (Orange)
34063	Lanterna Moon (Albastra)
34064	Meley Mic
34065	Meley Mic
34066	Bonsai
34067	Ms Jiangshi+
34068	Mr Jiangshi+
34069	Junior Jiangshi
34070	Elf Rosu
34071	Elf Verde
34072	Elf Asistent
34073	Mini Azrael
34074	Mini Azrael (Erou)
34075	Mini Executor Gras
34076	Mini Execut Gras (Erou)
34077	Mini Alastor Nervos
34078	Mini Alastor Trezit
34080	Micul Baashido
34081	Micul Baashido (Erou)
34082	Nessie
34083	Nessie (Erou)
34084	Donnie
34085	Frank
34092	Sir Oswald
34093	Sir Cobblepot
34094	Sir Chesterfield
34095	Gryph
34096	Nogai
34097	Astrabell
34098	Helexna
34099	Chaotika
34100	Gary Lycaner
34101	Lycaninho
34102	Micul Catenaccio
34103	Paun Albastru Regal
34104	Paun Roz
34105	Paun Indigo
34106	Aluna Harry
34107	Nuca Willy
34108	Rotofeiul Crack
34109	Humpitzer
34110	Caboomel
34111	Camelry
34112	Gandac de Gheaþa+
34113	Gandac de Gheaþa
34114	Felina Ochi de Foc
34115	Felina Ochi de Gheaþa
34116	Felina Trei Ochi
34117	Gnom Tomte+ (Rosu)
34118	Gnom Tomte+ (Verde)
34119	Gnom Tomte
34120	Micul Huashin Rosu
34121	Micul Huashin Alb
34122	Bonsai+
34123	+Bonsai+
34124	Element Foc Mic
34125	Element Gheaþa Mic
34126	Element Fulger Mic
34150	Pericol Ingheþat
34151	Pericol Otravit
34153	Snowdrop
34154	Snowball
60000	Sef Breasla
60001	Sef Breasla
60002	Sef Breasla
60003	Theowahdan
61000	Warrior M
61001	Warrior F
61002	Sura M
61003	Sura F
61004	Ninja M
61005	Ninja F
61006	Shaman M
61007	Shaman F
9900	Catarg
9901	Liderul Kappa
9902	Kappa
9903	Kappa
9904	Kappa
9905	Sarpele Newt
9906	Newt Vivora
9907	Mini Hydra
9908	Triton sirena
9909	Hydra
9910	Hydra
9911	Hydra
32037	Mandria de druid
32038	Joker Leul Infernalul
32039	Pasare mortala
34174	Mica pasare mortala
