AFF_LOVE_POINT	Body za lásku: %d%%
TARGET_INFO_STONE_NAME	Kámen duchù	
TARGET_INFO_SUBRACE	Poddruh : %s
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Level 5.
TARGET_LEVEL_KNIGHT	Level 3.
TARGET_LEVEL_PAWN	Level 1.
TARGET_LEVEL_S_KNIGHT	Level 4.
TARGET_LEVEL_S_PAWN	Level 2.
TASKBAR_ATTACK	Zaútoèit
TASKBAR_AUTO	Útoèit automaticky
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Zkušenost
TASKBAR_HP	ZB
TASKBAR_MOVE	Pohybovat
TASKBAR_SKILL	Schopnost
TASKBAR_SP	MB
TASKBAR_ST	VB
THING_COUNT	všichni	
TICKET_ADD_ACCEPT	Pøijmout	
TICKET_ADD_MEMBER	Pøidání nového èlena
TICKET_ADD_NAME	Název:	
TICKET_ADD_TITLE	Pøidat èlen	
TICKET_ADMINISTRATION	Správa	
TICKET_ANSWER	Odpovìï	
TICKET_CATEGORY	Kategorie	
TICKET_CATEGORY_0	Všichni	
TICKET_CHANGE_PERMISIONS	Zmìna oprávnìní	
TICKET_CREATE_NEW	Vytvoøení nového tipu	
TICKET_DATE	Datum	
TICKET_DELETE	Odstranìní èlena	
TICKET_ID	Id	
TICKET_MY_TICKETS	Moje vstupenky	
TICKET_NAME	Název	
TICKET_PRIORITY	Priorita	
TICKET_PRIORITY_HIGH	vysoká	
TICKET_PRIORITY_LOW	nízká	
TICKET_PRIORITY_MEDIUM	Polovina	
TICKET_SEARCH	Vyhledat ID:	
TICKET_SEARCH_BUTTON	Hledat	
TICKET_SEND	Odeslat	
TICKET_SORT_BY	Seøadit podle:	
TICKET_STATE	Stav	
TICKET_STATE_CLOSED	Uzavøeno	
TICKET_STATE_ON_HOLD	V procesu zpracování	
TICKET_STATE_SOLVED	Vyøešeno	
TICKET_TITLE	Systém vstupenek	
TICKET_TITLE_T	Kvalifikace	
TITLE_DUNGEON_INFO	Dungeon Panel	
TITLE_DUNGEON_INFO_COOLDOWN	Coldown: %s	
TITLE_DUNGEON_INFO_DAMAGE_DONE	Zpùsobená škoda: %d	
TITLE_DUNGEON_INFO_DAMAGE_RECEIVED	Vzniklá škoda: %d	
TITLE_DUNGEON_INFO_DEFENSE	Obrana: %s	
TITLE_DUNGEON_INFO_GROUP_LIMIT	Skupina limt: %d - %d	
TITLE_DUNGEON_INFO_ITEM	Nutnı objekt	
TITLE_DUNGEON_INFO_LEVEL	Limit lvl: %d - %d	
TITLE_DUNGEON_INFO_LOCATION	Poloha: %s	
TITLE_DUNGEON_INFO_MAXIMUM_DAMAGE	Maximální poškození	
TITLE_DUNGEON_INFO_MAXIMUM_DEATHS	Maximální poèet úmrtí	
TITLE_DUNGEON_INFO_RECORD_TIME	Záznam: %s	
TITLE_DUNGEON_INFO_STRENGTH	Síla: %s	
TITLE_DUNGEON_INFO_TIME_DONE_RANKING	Provedenı èas
TITLE_DUNGEON_INFO_TIME_LIMIT	Èasovı limit: %s	
TITLE_DUNGEON_INFO_TIME_PERFORMED	Èasy dokonèení: %d	
TOOLTIP_AFFECT_CRISTALES_1	Obrannı krystal	SNA
TOOLTIP_AFFECT_CRISTALES_2	Útoènı krystal	SNA
TOOLTIP_AFFECT_CRISTALES_3	Krystal chaosu	SNA
TOOLTIP_AFFECT_CRISTALES_4	Krystal odporu	SNA
TOOLTIP_AFFECT_CRISTALES_5	Krystal èistoty	SNA
TOOLTIP_AFFECT_POTION_1	Èervená Rosa	SNA
TOOLTIP_AFFECT_POTION_2	Oranová rosa	SNA
TOOLTIP_AFFECT_POTION_3	lutá rosa	SNA
TOOLTIP_AFFECT_POTION_4	Zelená Rosa	SNA
TOOLTIP_AFFECT_POTION_5	Modrá ros+	SNA
TOOLTIP_AFFECT_POTION_6	Bílá Rosa	SNA
TOOLTIP_AFFECT_SUNGMA_DESC	Toto místo zahaluje vùle Sung Mahi.
TOOLTIP_AFFECT_SUNGMA_HP	VÙLE SUNGMA (VIT): %d	
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Sungma vùle (int): %d	
TOOLTIP_AFFECT_SUNGMA_MOVE	VÙLE SUNGMA (RES): %d	
TOOLTIP_AFFECT_SUNGMA_STR	VÙLE SUNGMA (STR): %d	
TOOLTIP_ANTI_CRITICAL_PCT	Odolnost proti kritickım zásahùm +%d%% 	SA
TOOLTIP_ANTI_PENETRATE_PCT	Odolnost proti pronikavım zásahùm +%d%% 	SA
TOOLTIP_ANTI_SELL	Nemùe se prodávat v obchodì.
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Silnı proti zvíøatùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Silnı proti ninjùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Proraení obrany zvonem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Proraení obrany šípem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Proraení obrany drápem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Proraení obrany dıkou +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Síla proti temnotì +%d%% 	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Síla proti pouštním pøíšerám +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Silnı proti ïáblu +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Síla Zemì+%d%% 	SA
TOOLTIP_APPLY_ATTBONUS_ELEC	Síla blesku+%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Proraení obrany vìjíøem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Síla proti ohni +%d%% 	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Silnı proti pololidem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Síla proti ledu +%d%% 	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Silnı proti Hmyzákum +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Silnı proti ezoterikùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Silnı proti pøíšerám +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Silnı proti orkùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Silnı proti šamanùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Silnı proti surùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Proraení obrany meèem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Proraení obrany obouruèním meèem +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Silnı proti nemrtvım +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Silnı proti váleèníkùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Síla proti vìtru +%d%% 	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Silnı proti lycanùm +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Silnı proti Zodiac pøíšerám +%d %%	SA
TOOLTIP_APPLY_ATT_BOSS	Silnı proti Bossùm + %d%%	SA
TOOLTIP_APPLY_ATT_STONE	Silnı proti Metinùm + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Šance na krvácení: %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Odolnost proti krvácivım útokùm %d%%	SA
TOOLTIP_APPLY_BLOCK	Šance odvrátit tìlesnı útok %d%%	SA
TOOLTIP_APPLY_CRITICAL_PCT	+%d%% šance na kritickı zásah	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% šance dostat pøi zásahu MB nazpìt	SA
TOOLTIP_APPLY_DODGE	%d%% šance vyhnout se šípùm	SA
TOOLTIP_APPLY_ENCHANT_DARK	Síla temnoty +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Síla temnoty +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Síla Zemì +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Síla Zemì +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Síle blesku +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Síla blesku +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Síla ohnì +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Síla ohnì +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Síla ledu +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Síla ledu +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Síla vìtru +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Síla vìtru +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% šance na bonus BZK	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% šance pustit dvojnásobek Yangù	SA
TOOLTIP_APPLY_IMMUNE_FALL	Imunní proti pádùm	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Ochrana proti zpomalení	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Ochrana proti bezvìdomí	SNA
TOOLTIP_APPLY_ITEM_ATT_POWER_REFINE	Hodnota útoku %d - %d (+%d ~ +%d)	
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% šance, nechat dvojnásobnì spadnout pøedmìty	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% šance obnovit ZB	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% šance obnovit MB	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% šance pøevzít soupeøovy MB	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. ZB +%d%% 	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. MB +%d%% 	SA
TOOLTIP_APPLY_NOAFFECT	ádné následky
TOOLTIP_APPLY_NO_DEATH_PENALTY	Neztratíš ádné zkušenostní body, pokud bude tvá postava oivena na místì, kde zemøela.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	+%d%% šance na pronikavı zásah	SA
TOOLTIP_APPLY_POISON_PCT	Šance na otrávení: %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Odolnost vùèi jedu %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Lektvar %d%% nárùst efektu	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%% šance odrazit kletbu	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% šance odrazit pøímı tìlesnı útok	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Šance na obranu proti útokùm ninjù %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Obrana proti zvonùm %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Obrana proti drápùm %d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Obrana proti dıkám %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Obrana proti vìjíøùm %d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Šance na obranu proti útokùm šamanù %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Šance na obranu proti útokùm surù %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Obrana proti meèùm %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Obrana proti obouruèním meèùm %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Šance na obranu proti útokùm váleèníkù %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Odolnost proti vìtru %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Šance na obranu proti útokùm lycanù %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Šance pøi uèení z knih je zlepšena o faktor 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Pokud se uèení nezdaøí, mùeš hned èíst ještì jednou.	SNA
TOOLTIP_APPLY_SLOW_PCT	Šance na zpomalení: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	Poškození %d%% je absorbováno ZB.	SA
TOOLTIP_APPLY_STEAL_SP	Poškození %d%% je absorbováno MB.	SA
TOOLTIP_APPLY_STUN_PCT	Šance na bezvìdomí: %d%%	SA
TOOLTIP_ARMOR	Brnìní
TOOLTIP_ARROW	Šíp
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Hodnota útoku +%d	SA
TOOLTIP_ATT_SPEED	Rychlost útoku +%d%%	SA
TOOLTIP_AUTO_ATTACK_SPEED_RECOVERY	Zelenı lektvar	
TOOLTIP_AUTO_BLUE_POTION_RECOVERY	Modrá rosa	
TOOLTIP_AUTO_CRITICAL_RECOVERY	Kritickı boj	
TOOLTIP_AUTO_DEX_RECOVERY	Obrana draèího boha	
TOOLTIP_AUTO_GREEN_POTION_RECOVERY	Zelená rosa	
TOOLTIP_AUTO_INT_RECOVERY	Int. draèího boha	
TOOLTIP_AUTO_MOV_SPEED_RECOVERY	Fialovı lektvar	
TOOLTIP_AUTO_ORANGE_POTION_RECOVERY	Oranová rosa	
TOOLTIP_AUTO_PENETRATE_RECOVERY	Vrtnı boj	
TOOLTIP_AUTO_POTION_HP	Elixír Slunce
TOOLTIP_AUTO_POTION_REST	Zbıvá: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixír Mìsíce
TOOLTIP_AUTO_POTION_USING	Aktivní
TOOLTIP_AUTO_RED_POTION_RECOVERY	Èervená rosa	
TOOLTIP_AUTO_STR_RECOVERY	Útok draèího boha
TOOLTIP_AUTO_VIT_RECOVERY	ivot draèího boha
TOOLTIP_AUTO_WHITE_POTION_RECOVERY	Bílá rosa	
TOOLTIP_AUTO_YELLOW_POTION_RECOVERY	lutá rosa	
TOOLTIP_BATTLE_POTION	Váleènı lektvar bitevní zóny	SNA
TOOLTIP_BOW_DISTANCE	Dosah luku +%dm	SA
TOOLTIP_BUYPRICE	Cena: %s
TOOLTIP_CAST_SPEED	Rychlost kouzla +%d%%	SA
TOOLTIP_CON	Vitalita +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus za kostım %d%%	SA
TOOLTIP_DEF_GRADE	Obrana +%d	SA
TOOLTIP_DEX	Pohyblivost +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Zemì	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Nebesa	SNA
TOOLTIP_EAR	Náušnice
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_FISHINGROD_EXP	Body: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Úroveò: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dát rybáøovi
TOOLTIP_FISHINGROD_UPGRADE2	abys dostal
TOOLTIP_FISHINGROD_UPGRADE3	zlepšenou udici
TOOLTIP_FISH_LEN	Délka: %.2fcm
TOOLTIP_HELMET	Pøilba
TOOLTIP_HP_REGEN	Obnovení ZB +%d%%	SA
TOOLTIP_INT	Inteligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Hodnota útoku %d
TOOLTIP_ITEM_ATT_GRADE2	Hodnota útoku +%d
TOOLTIP_ITEM_ATT_POWER	Hodnota útoku %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Hodnota útoku %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Hodnota útoku %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Rychlost útoku %s
TOOLTIP_ITEM_DEF_GRADE	Obrana %d
TOOLTIP_ITEM_FAST	Rychle
TOOLTIP_ITEM_LIMIT_CON	Horní hranice vitality: %d
TOOLTIP_ITEM_LIMIT_DEX	Horní hranice pohyblivosti: %d
TOOLTIP_ITEM_LIMIT_INT	Horní hranice inteligence: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Od úrovnì: %d
TOOLTIP_ITEM_LIMIT_STR	Horní hranice síly: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magická hodnota útoku %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magická hodnota útoku %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magická obrana %d
TOOLTIP_ITEM_NORMAL	Normální
TOOLTIP_ITEM_SLOW	Pomalu
TOOLTIP_ITEM_VERY_FAST	Velmi rychle
TOOLTIP_ITEM_VERY_SLOW	Velmi pomalu
TOOLTIP_ITEM_WEARABLE_JOB	[ Lze vyzbrojit ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Šastné èíslo: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magickı útok +%d%% 	SA
TOOLTIP_MAGIC_ATT_GRADE	Magická hodnota útoku +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magická obrana +%d	SA
TOOLTIP_MALL_ATTBONUS	Hodnota útoku  +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Hodnota útoku +20 %	SNA
TOOLTIP_MALL_AUTOLOOT	Yangy se automaticky sesbírají.	SNA
TOOLTIP_MALL_DEFBONUS	Obrana +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Obrana +20 %	SNA
TOOLTIP_MALL_EXPBONUS	BZK +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe bonus BZK +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	O 50 % víc BZK	SNA
TOOLTIP_MALL_FISH_MIND	Šance ulovit rybu je zvıšena.	SNA
TOOLTIP_MALL_GOLDBONUS	Šance na spadlé Yangy (%.1f)	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Zdvojnásobí šanci na spadnutí Yangù a Mìšce s Yangy	SNA
TOOLTIP_MALL_ITEMBONUS	Šance ukoøistit pøedmìty (%.1f)	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe šance ukoøistit pøedmìty plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Zdvojnásobí šanci ukoøistit pøedmìty	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Body za lásku narùstají rychleji.	SNA
TOOLTIP_MALL_SAFEBOX	Na skladì je k dispozici více místa.	SNA
TOOLTIP_MAX_HP	Max. ZB +%d	SA
TOOLTIP_MAX_HP_PCT	Max. ZB +%d%%	SA
TOOLTIP_MAX_SP	Max. MB +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MB +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. vytrvalost +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magickı útok/útok zbraní  +%d%% 	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	Chyba v GPS(%d, %d)
TOOLTIP_MOV_SPEED	Rychlost pohybu %d%%	SA
TOOLTIP_NECK	Náhrdelník
TOOLTIP_NEED_ALL_SP	Potøebné MB: max.
TOOLTIP_NEED_GSP	Potøebnı draèí duch: %d
TOOLTIP_NEED_HP	Potøebné ZB: %d
TOOLTIP_NEED_HP_PER_SEC	ZB / sek:  %d
TOOLTIP_NEED_SP	Potøebné MB: %d
TOOLTIP_NEED_SP_PER_SEC	MB / sek:  %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Pøíští úroveò: %d (max. %d)
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Prùmìrná škoda %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Prùmìrná odolnost proti škodì %d%%	SA
TOOLTIP_PARTY_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_PICK_EXP	Body: %d / %d
TOOLTIP_PICK_LEVEL	Úroveò: %d
TOOLTIP_PICK_UPGRADE1	Dát døevorubci
TOOLTIP_PICK_UPGRADE2	abys dostal lepší
TOOLTIP_PICK_UPGRADE3	kopáè.
TOOLTIP_POTION_CURE	Dát negativní efekty do pùvodního stavu.
TOOLTIP_POTION_MIN	min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Rychlost útoku: +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	ZB: +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	ZB: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Rychlost pohybu: +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	MB: +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MB: +%d
TOOLTIP_POTION_SEC	sek.
TOOLTIP_POTION_TIME	Doba:	
TOOLTIP_REQUIREMENT_SKILL_LEVEL	Je zapotøebí %s úroveò %d
TOOLTIP_REQUIREMENT_STAT_LEVEL	Je zapotøebí %s %d
TOOLTIP_RESIST_BOW	Odolnost proti šípùm %d%%	SA
TOOLTIP_RESIST_DARK	Odolnost vùèi temnotì %d%% 	SA
TOOLTIP_RESIST_EARTH	Odolnost Zemi +%d%% 	SA
TOOLTIP_RESIST_ELEC	Odolnost proti blesku %d%%	SA
TOOLTIP_RESIST_FIRE	Odolnost proti ohni %d%%	SA
TOOLTIP_RESIST_HUMAN	Prùmìrná odolnost proti pololidem %d%%	SA
TOOLTIP_RESIST_ICE	Odolnost proti ledu +%d%% 	SA
TOOLTIP_RESIST_MAGIC	Odolnost proti magii %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Prùnik kouzla %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Zbıvá: %d
TOOLTIP_SEALED	Duševní pouto
TOOLTIP_SELLPRICE	Cena: %s
TOOLTIP_SHAMAN	Šaman
TOOLTIP_SHIELD	Štít
TOOLTIP_SHOES	Boty
TOOLTIP_SKILL	Schopnost	SNA
TOOLTIP_SKILLBOOK_NAME	Kniha schopností
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Hodnota útoku: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Hodnota útoku:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Rychlost útoku: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Obrana:
TOOLTIP_SKILL_AFFECT_DODGE	Soupeøova hodnota útoku:
TOOLTIP_SKILL_AFFECT_HEAL	Obnovit ZB:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Rychlost pohybu: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Šance odrazit tìlesnı útok:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Odolnost proti tìlesné újmì:
TOOLTIP_SKILL_COOL_TIME	Doba nabíjení:
TOOLTIP_SKILL_DAMAGE_BONUS	Poškození schopností: %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Odolnost proti poškození schopností %d%%	SA
TOOLTIP_SKILL_DURATION	Doba: %d sek.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Kniha zapomnìní
TOOLTIP_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_SKILL_LEVEL_MASTER	Aktuální úroveò: %d (mistr)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktuální úroveò: %d (max. %d)
TOOLTIP_SOCKET_EMPTY	Prázdnı
TOOLTIP_SOCKET_REFINABLE_ITEM	[Pøedmìt s úchytem]
TOOLTIP_SP_REGEN	Obnovení MB +%d%%	SA
TOOLTIP_STR	Síla +%d	SA
TOOLTIP_SUNGMA_HP	%d Vùle Sung Ma (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d Vùle Sung Ma (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d Vùle Sung Ma (ODO)	SA
TOOLTIP_SUNGMA_STR	%d Vùle Sung Ma (SIL)	SA
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Èas nabíjení %d vteøin.	SA
TOOLTIP_TIME_CHARGER_PER	Èas nabíjení %d%%	SA
TOOLTIP_UNIQUE	Jedineènı
TOOLTIP_UNSEAL_LEFT_TIME	Zrušení duševního pouta za: %dH %dM
TOOLTIP_WARRIOR	Warrior
TOOLTIP_WEAPON	Zbraò
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Náramek
TOURNAMENT_ALL_CHARACTER	Všechny postavy	
TOURNAMENT_EVENT	PVP Turnaj (%s - Lv %d - Lv %d)	
UI_ACCEPT	Pøijmout
UI_CANCEL	Zrušit
UI_CLOSE	Zavøít
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_XTRA_LARGE	Tahoma:19
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Odmítnout
UI_ITEM	Pøedmìt
UI_LEFT_TIME	Zbıvající èas: %d sek.
UI_NEXT	Dále
UI_NEXTPAGE	Další
UI_NOCONTENTS	Bez obsahu
UI_NONAME	Chybí jméno	
UI_OK	OK
UI_POS_UNKNOWN	Neznámé místo
UI_PREVPAGE	zpìt
UPDATE_TIME	Datum	
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload musí bıt proveden ještì jednou
USE_ITEM_FAILURE_PRIVATE_SHOP	Pokud jsi otevøel soukromı stánek, nemùeš pouít tento pøedmìt.
WHEEL_REWARD_TEXT	Obdreli jste	
WHEEL_REWARD_TEXT_1	V inventáøi	
WHEEL_REWARD_TITLE	Odmìna za ruletu	
WHELL_OF_FORTUNE_EVENT	Kolo štìstí	
WIKI_100	Lv 121-?
WIKI_1_75	Lv 1-99
WIKI_76_100	Lv 99-120
WIKI_ATTR_RARE	Bonus 6/7
WIKI_AVAIBLE_AT	Dostupné na adrese
WIKI_BASIC	Herní mechanismy
WIKI_ALCHEMY	Systém Alchymie
WIKI_EVENTS	Dostupné události
WIKI_BASIC_DROP	Základní Drop
WIKI_BIOLOG	Biolog
WIKI_BIOLOGO	Biolog
WIKI_BODY_COSTUME	Kostımy
WIKI_BOSSES	Boss
WIKI_BOSSES_EVENT	Event Boss
WIKI_CATEGORY	Kategorie
WIKI_CHESTS	Truhly
WIKI_CHESTS_ALTERNATIVE	Alternativní truhly
WIKI_CHESTS_BOSS	Truhly Bossù
WIKI_CHESTS_DUNGEON	Dungeon Truhly
WIKI_CHESTS_EVENT	Event Truhly
WIKI_CHESTS_OTHER	Ostatní truhly
WIKI_CONTENT_INFO	Obsah %s
WIKI_COSTUME	Skiny a kostımy
WIKI_COSTUMES	Kostımy
WIKI_DROPLIST_INFO	Droplist z %s
WIKI_EQUIPMENT	Vybavení
WIKI_EQUIPMENT_ARMOR	Brnìní
WIKI_EQUIPMENT_BELT	Opasky
WIKI_EQUIPMENT_BRACELET	Náramky
WIKI_EQUIPMENT_EARRING	Náušnice
WIKI_EQUIPMENT_HELMET	Helmy
WIKI_EQUIPMENT_NECKLACE	Náhrdelníky
WIKI_EQUIPMENT_RINGS	Prsteny
WIKI_EQUIPMENT_SHIELD	Štíty
WIKI_EQUIPMENT_SHOES	Boty
WIKI_EQUIPMENT_TALISMAN	Talismany
WIKI_EQUIPMENT_WEAPONS	Zbranì
WIKI_GAMERULES	Pravidla hry
WIKI_GAME_RULES	Pravidla hry
WIKI_GUIDES	Informace
WIKI_HAIR_COSTUME	Úèesy
WIKI_ITEM_NAME	Název poloky
WIKI_LEVEL_MOB_TEXT	Level %d
WIKI_LEVEL_TEXT	Level %d - Upøesnit rozsah %d~%d
WIKI_LEVEL_TEXT2	Level %d~%d - Upøesnit rozsah %d~%d
WIKI_METINSTONE	Kámen Metin
WIKI_MOB_NAME	Jméno Pøíšery
WIKI_MONSTER	Pøíšery
WIKI_MOUNT	Pety a Mounty
WIKI_MOUNT_ITEM	Mounty
WIKI_ORIGIN	Pùvod
WIKI_PETS	Pety
WIKI_PET_ITEM	Pety
WIKI_PET_LEVEABLE_ITEM	Level Pet
WIKI_SASH_COSTUME	Kostım Šerpy
WIKI_SHINING	Efekty
